num_dealer,region_dealer,code_piece,libelle_piece,quantite_piece,prix_unitaire_ht,id_facture,date_facture,categorie_piece,taux_remise
6423,Auvergne-Rhône-Alpes,P7364,Transmission,43,876.02,F296918,2020-01-10,Électronique,48.27
1607,Provence-Alpes-Côte d'Azur,P9214,Suspension,28,338.76,F961689,2021-02-14,Mécanique,10.82
6958,Occitanie,P5064,Embrayage,13,915.06,F989731,2021-04-13,Carrosserie,34.56
8690,Provence-Alpes-Côte d'Azur,P1659,Moteur,17,885.62,F719445,2020-11-28,Électronique,3.5
1725,Île-de-France,P7463,Suspension,29,731.15,F483131,2020-02-16,Électronique,25.49
6850,Nouvelle-Aquitaine,P2224,Pneumatique,25,941.51,F334678,2021-09-15,Mécanique,26.61
9182,Occitanie,P3362,Embrayage,84,235.29,F924297,2020-08-02,Carrosserie,27.82
5944,Occitanie,P7912,Frein,24,128.02,F333599,2021-06-05,Mécanique,44.45
1160,Île-de-France,P3175,Électronique,97,819.87,F891807,2021-04-20,Accessoires,27.7
7192,Nouvelle-Aquitaine,P2146,Frein,69,865.6,F577711,2019-04-27,Électronique,30.92
8703,Occitanie,P7209,Pneumatique,90,190.29,F488776,2021-08-28,Mécanique,48.73
2597,Provence-Alpes-Côte d'Azur,P7203,Électronique,44,196.87,F954737,2020-09-10,Mécanique,5.49
1351,Île-de-France,P3273,Pneumatique,45,338.52,F747804,2020-05-01,Accessoires,38.21
5335,Provence-Alpes-Côte d'Azur,P3854,Embrayage,70,601.8,F133670,2020-11-05,Accessoires,16.09
2520,Île-de-France,P6160,Suspension,16,916.84,F846564,2019-11-03,Mécanique,43.17
1316,Île-de-France,P5398,Électronique,1,103.1,F950770,2021-12-14,Mécanique,40.09
5486,Occitanie,P3378,Suspension,20,509.85,F121422,2019-02-05,Carrosserie,22.08
9994,Île-de-France,P7429,Frein,18,453.77,F338546,2019-03-02,Mécanique,21.55
3490,Occitanie,P3338,Moteur,9,700.31,F956588,2020-11-09,Accessoires,4.09
9814,Nouvelle-Aquitaine,P4143,Moteur,71,601.77,F171879,2019-02-06,Mécanique,14.69
8878,Auvergne-Rhône-Alpes,P4996,Électronique,9,946.86,F903441,2020-03-20,Électronique,1.92
3671,Île-de-France,P6358,Embrayage,53,861.27,F830961,2021-10-30,Accessoires,13.28
4870,Île-de-France,P4399,Transmission,98,964.79,F821997,2019-08-11,Accessoires,32.58
7364,Île-de-France,P7242,Pneumatique,13,231.03,F482545,2019-08-06,Accessoires,29.86
7000,Auvergne-Rhône-Alpes,P4553,Transmission,88,334.05,F199847,2020-10-03,Mécanique,10.24
6169,Provence-Alpes-Côte d'Azur,P2763,Électronique,51,94.56,F816894,2021-04-09,Mécanique,14.56
4354,Occitanie,P4940,Suspension,41,474.14,F161948,2021-09-04,Accessoires,36.76
9382,Provence-Alpes-Côte d'Azur,P7521,Frein,22,265.61,F545231,2019-04-08,Mécanique,27.43
6221,Auvergne-Rhône-Alpes,P8407,Embrayage,63,753.32,F877081,2021-07-11,Mécanique,13.65
3384,Nouvelle-Aquitaine,P8500,Transmission,52,673.92,F908952,2019-10-09,Mécanique,11.16
8939,Provence-Alpes-Côte d'Azur,P5112,Électronique,98,375.06,F420924,2019-05-31,Carrosserie,27.95
6761,Île-de-France,P3296,Pneumatique,56,129.06,F308324,2019-08-21,Accessoires,46.9
9096,Île-de-France,P5531,Frein,97,55.47,F407816,2020-03-08,Mécanique,31.78
5876,Occitanie,P3889,Électronique,75,134.28,F699789,2020-03-26,Carrosserie,28.16
8192,Occitanie,P1392,Transmission,52,896.54,F540998,2020-02-05,Mécanique,37.5
8360,Auvergne-Rhône-Alpes,P8875,Frein,77,681.08,F973661,2020-01-23,Mécanique,49.14
7365,Auvergne-Rhône-Alpes,P9299,Pneumatique,42,89.92,F500344,2021-06-05,Accessoires,38.13
6740,Nouvelle-Aquitaine,P1885,Embrayage,39,983.57,F595987,2021-07-13,Mécanique,28.94
7111,Provence-Alpes-Côte d'Azur,P3756,Pneumatique,27,737.89,F448693,2021-01-12,Électronique,43.85
6888,Auvergne-Rhône-Alpes,P2536,Frein,48,336.33,F362706,2021-02-28,Carrosserie,42.91
8980,Occitanie,P4697,Moteur,2,993.59,F643504,2020-06-23,Mécanique,9.31
3845,Auvergne-Rhône-Alpes,P2450,Pneumatique,38,973.06,F688699,2019-02-07,Mécanique,0.42
7389,Provence-Alpes-Côte d'Azur,P2737,Transmission,32,741.44,F704721,2020-01-23,Électronique,27.84
7424,Nouvelle-Aquitaine,P2413,Embrayage,52,346.19,F267669,2019-11-22,Mécanique,0.46
6789,Occitanie,P9050,Électronique,42,522.53,F240767,2019-12-08,Mécanique,10.41
9470,Occitanie,P1471,Électronique,19,279.71,F999618,2019-07-08,Mécanique,26.88
4753,Auvergne-Rhône-Alpes,P6343,Embrayage,90,281.75,F397935,2019-07-13,Accessoires,35.8
7374,Provence-Alpes-Côte d'Azur,P1246,Frein,19,475.38,F527175,2020-08-04,Électronique,45.41
2214,Île-de-France,P8395,Moteur,22,583.04,F607596,2020-01-03,Accessoires,34.23
1799,Provence-Alpes-Côte d'Azur,P7416,Suspension,85,337.32,F582318,2019-09-12,Accessoires,1.88
4487,Île-de-France,P3864,Moteur,81,852.76,F485771,2019-09-13,Accessoires,35.63
6389,Occitanie,P1805,Suspension,53,125.86,F568577,2021-05-17,Électronique,13.74
4838,Auvergne-Rhône-Alpes,P2270,Frein,58,149.34,F732435,2019-02-14,Électronique,5.08
5636,Occitanie,P9847,Suspension,75,866.99,F178419,2019-09-03,Électronique,6.38
5163,Occitanie,P3545,Embrayage,60,794.63,F920437,2021-12-31,Mécanique,12.11
5751,Île-de-France,P6505,Embrayage,18,313.51,F592702,2019-02-24,Carrosserie,32.5
6376,Île-de-France,P5749,Électronique,57,154.57,F717373,2021-04-26,Mécanique,27.16
3792,Occitanie,P8028,Embrayage,19,485.47,F898661,2019-08-18,Carrosserie,34.63
3828,Île-de-France,P4950,Pneumatique,74,676.17,F703624,2021-07-21,Mécanique,16.55
3996,Auvergne-Rhône-Alpes,P1452,Pneumatique,38,413.46,F898641,2021-02-22,Accessoires,16.54
7338,Île-de-France,P1129,Embrayage,45,924.39,F853606,2021-10-18,Accessoires,18.39
2755,Nouvelle-Aquitaine,P8884,Électronique,74,346.04,F326582,2021-08-02,Accessoires,18.46
4030,Île-de-France,P8186,Frein,63,283.27,F162561,2020-05-12,Mécanique,12.82
8760,Occitanie,P7994,Frein,67,119.49,F464586,2019-04-05,Accessoires,0.4
1459,Auvergne-Rhône-Alpes,P3550,Pneumatique,85,854.5,F783901,2021-08-05,Carrosserie,27.07
5022,Nouvelle-Aquitaine,P9023,Suspension,23,988.68,F154909,2020-11-01,Carrosserie,25.35
6954,Auvergne-Rhône-Alpes,P6617,Moteur,47,288.36,F775955,2019-10-14,Mécanique,44.43
6400,Nouvelle-Aquitaine,P6863,Électronique,3,690.06,F855936,2019-07-12,Mécanique,27.56
7082,Provence-Alpes-Côte d'Azur,P1914,Suspension,64,757.3,F434152,2021-08-29,Accessoires,17.69
1593,Occitanie,P7205,Transmission,62,687.69,F623349,2020-09-25,Mécanique,0.02
3859,Auvergne-Rhône-Alpes,P6894,Moteur,48,613.95,F667359,2020-12-05,Accessoires,41.05
1655,Provence-Alpes-Côte d'Azur,P8317,Moteur,84,356.07,F349496,2020-02-25,Carrosserie,44.34
7530,Auvergne-Rhône-Alpes,P7495,Pneumatique,70,74.86,F894688,2020-11-12,Mécanique,45.79
1638,Nouvelle-Aquitaine,P9040,Frein,76,250.41,F309687,2021-06-24,Carrosserie,9.04
7024,Provence-Alpes-Côte d'Azur,P5830,Électronique,14,595.16,F305530,2020-08-07,Électronique,37.38
3106,Provence-Alpes-Côte d'Azur,P6997,Transmission,51,169.47,F728346,2020-09-15,Mécanique,32.16
3986,Provence-Alpes-Côte d'Azur,P1664,Pneumatique,47,598.99,F488271,2021-09-29,Électronique,19.4
8123,Provence-Alpes-Côte d'Azur,P6002,Embrayage,81,395.81,F253856,2021-12-11,Carrosserie,13.79
7718,Provence-Alpes-Côte d'Azur,P7601,Pneumatique,46,106.09,F525504,2021-02-26,Accessoires,15.88
8587,Auvergne-Rhône-Alpes,P8599,Transmission,4,619.14,F875427,2019-11-30,Carrosserie,48.67
8930,Occitanie,P4285,Électronique,15,144.5,F224681,2021-09-19,Carrosserie,10.37
6575,Provence-Alpes-Côte d'Azur,P5711,Frein,63,136.48,F493134,2020-04-30,Accessoires,47.39
6119,Occitanie,P2418,Pneumatique,68,272.43,F626968,2021-06-10,Mécanique,4.71
7709,Île-de-France,P7774,Suspension,88,101.82,F993390,2019-06-04,Électronique,41.52
9795,Nouvelle-Aquitaine,P2504,Suspension,33,994.53,F796415,2021-12-21,Électronique,38.23
1402,Île-de-France,P2953,Moteur,63,472.89,F549259,2019-03-24,Mécanique,15.16
4091,Provence-Alpes-Côte d'Azur,P2607,Moteur,95,578.04,F123698,2019-12-22,Accessoires,41.26
5704,Occitanie,P4182,Frein,9,329.47,F368536,2019-01-31,Accessoires,48.97
8325,Occitanie,P8321,Pneumatique,100,383.81,F139631,2021-01-29,Accessoires,24.2
9477,Auvergne-Rhône-Alpes,P2284,Électronique,14,660.61,F835049,2019-02-23,Électronique,23.22
9728,Île-de-France,P3713,Moteur,16,897.59,F481276,2020-10-24,Mécanique,9.38
6243,Occitanie,P9355,Transmission,84,128.35,F887827,2019-06-27,Électronique,49.11
8422,Île-de-France,P9509,Électronique,69,632.02,F122070,2019-01-30,Accessoires,32.52
5009,Occitanie,P3796,Électronique,44,397.46,F123314,2019-04-21,Carrosserie,48.54
2782,Nouvelle-Aquitaine,P6267,Frein,82,56.98,F805480,2020-09-22,Mécanique,11.67
6777,Provence-Alpes-Côte d'Azur,P5300,Embrayage,43,189.97,F222189,2019-02-20,Électronique,45.65
8427,Auvergne-Rhône-Alpes,P8520,Pneumatique,51,251.59,F582458,2019-10-30,Mécanique,17.14
8091,Occitanie,P9536,Transmission,60,295.42,F461425,2020-11-27,Électronique,43.26
2578,Auvergne-Rhône-Alpes,P5546,Électronique,2,736.25,F155036,2020-02-02,Mécanique,42.39
9706,Occitanie,P2258,Embrayage,59,198.32,F516649,2020-02-29,Mécanique,15.82
4250,Île-de-France,P4765,Frein,70,733.11,F939567,2020-07-23,Électronique,37.65
3590,Auvergne-Rhône-Alpes,P4880,Frein,82,416.5,F378740,2020-11-22,Mécanique,3.47
8801,Auvergne-Rhône-Alpes,P2318,Électronique,33,545.42,F949866,2020-09-25,Mécanique,17.08
3541,Île-de-France,P2226,Transmission,30,771.1,F181261,2021-06-16,Carrosserie,31.24
6854,Nouvelle-Aquitaine,P1584,Suspension,69,389.92,F744388,2020-04-25,Mécanique,43.86
2883,Auvergne-Rhône-Alpes,P4143,Frein,99,980.1,F174502,2019-09-06,Accessoires,27.88
7898,Nouvelle-Aquitaine,P4977,Transmission,71,640.43,F143625,2021-03-08,Électronique,16.92
8975,Auvergne-Rhône-Alpes,P7012,Électronique,100,364.0,F330190,2019-03-05,Carrosserie,22.08
5269,Auvergne-Rhône-Alpes,P6637,Suspension,76,302.97,F134174,2019-11-03,Électronique,10.6
9317,Provence-Alpes-Côte d'Azur,P6068,Moteur,15,918.72,F557022,2021-12-25,Carrosserie,42.04
1695,Île-de-France,P7832,Transmission,21,341.35,F599480,2019-06-07,Électronique,45.85
4121,Nouvelle-Aquitaine,P6288,Suspension,59,168.86,F848968,2021-11-02,Carrosserie,22.3
2351,Île-de-France,P2281,Moteur,41,519.47,F315017,2019-05-28,Accessoires,31.33
7508,Occitanie,P6071,Transmission,69,775.1,F476083,2020-07-03,Mécanique,15.97
3200,Île-de-France,P4490,Transmission,59,720.8,F248937,2020-01-18,Accessoires,46.22
9979,Provence-Alpes-Côte d'Azur,P1486,Moteur,99,641.58,F978773,2021-11-04,Carrosserie,46.37
1984,Auvergne-Rhône-Alpes,P2148,Pneumatique,37,192.71,F561790,2019-11-06,Accessoires,21.01
4289,Provence-Alpes-Côte d'Azur,P4084,Embrayage,52,716.31,F909153,2019-05-23,Carrosserie,12.26
9304,Nouvelle-Aquitaine,P3059,Transmission,74,197.51,F990628,2020-07-02,Accessoires,24.79
9633,Provence-Alpes-Côte d'Azur,P8458,Moteur,8,191.49,F730896,2019-05-29,Électronique,2.92
3083,Île-de-France,P8645,Pneumatique,48,614.44,F862339,2020-06-23,Électronique,17.81
4995,Île-de-France,P1008,Pneumatique,88,834.84,F456255,2021-09-14,Électronique,0.84
5808,Île-de-France,P9681,Électronique,34,83.55,F130361,2019-11-11,Accessoires,32.87
5159,Nouvelle-Aquitaine,P3615,Suspension,80,587.01,F615952,2020-11-19,Mécanique,38.56
2024,Auvergne-Rhône-Alpes,P8470,Transmission,77,988.6,F748047,2019-12-21,Électronique,1.65
7114,Nouvelle-Aquitaine,P9610,Électronique,56,213.67,F935828,2021-07-20,Mécanique,19.49
9377,Provence-Alpes-Côte d'Azur,P4625,Électronique,56,745.86,F503254,2021-10-09,Carrosserie,45.92
6380,Île-de-France,P8181,Suspension,67,109.79,F952868,2019-08-07,Accessoires,36.45
5019,Occitanie,P7913,Embrayage,68,85.94,F117788,2020-07-19,Électronique,13.92
3087,Nouvelle-Aquitaine,P5649,Frein,98,749.71,F796024,2019-11-08,Électronique,3.31
6596,Occitanie,P1981,Transmission,28,329.42,F297953,2019-09-25,Électronique,1.12
4931,Occitanie,P7421,Pneumatique,59,766.34,F913496,2020-12-19,Mécanique,26.49
9680,Auvergne-Rhône-Alpes,P2512,Transmission,84,647.35,F416590,2021-06-12,Électronique,43.59
1927,Occitanie,P5181,Suspension,30,254.8,F565337,2019-04-09,Électronique,48.37
8910,Auvergne-Rhône-Alpes,P3183,Frein,74,407.95,F463188,2020-02-06,Carrosserie,34.42
7041,Île-de-France,P2170,Frein,41,610.53,F774123,2020-07-19,Accessoires,17.23
9011,Occitanie,P3111,Embrayage,33,162.26,F236272,2020-04-19,Mécanique,49.13
9709,Auvergne-Rhône-Alpes,P3765,Moteur,38,509.11,F354335,2020-11-17,Accessoires,28.2
8226,Nouvelle-Aquitaine,P7117,Moteur,11,947.96,F398237,2020-05-03,Carrosserie,48.13
5329,Provence-Alpes-Côte d'Azur,P7797,Électronique,83,877.96,F684197,2019-06-22,Accessoires,48.81
4065,Île-de-France,P4785,Embrayage,92,317.99,F988074,2021-04-09,Mécanique,15.75
2536,Auvergne-Rhône-Alpes,P6263,Transmission,72,265.73,F163909,2019-09-05,Mécanique,8.69
8715,Occitanie,P4124,Transmission,48,586.9,F309642,2021-12-17,Carrosserie,18.76
9967,Occitanie,P3744,Frein,25,85.42,F464954,2021-09-09,Électronique,28.51
7162,Occitanie,P9263,Moteur,62,843.57,F736089,2021-04-10,Mécanique,13.3
7568,Nouvelle-Aquitaine,P8509,Embrayage,100,798.03,F207518,2019-01-06,Accessoires,15.72
7034,Nouvelle-Aquitaine,P7521,Embrayage,27,483.69,F692044,2019-02-10,Électronique,1.35
6417,Île-de-France,P8603,Transmission,25,452.75,F363845,2020-02-14,Accessoires,47.36
5331,Provence-Alpes-Côte d'Azur,P7821,Transmission,41,628.35,F100198,2021-11-15,Électronique,33.08
4255,Auvergne-Rhône-Alpes,P5539,Moteur,84,69.83,F318147,2021-10-08,Accessoires,17.85
7525,Auvergne-Rhône-Alpes,P4821,Électronique,31,229.39,F665830,2020-03-26,Accessoires,19.91
6306,Nouvelle-Aquitaine,P8670,Pneumatique,24,522.9,F291864,2019-10-24,Accessoires,28.32
5343,Île-de-France,P1572,Embrayage,97,298.64,F634017,2020-04-29,Électronique,11.11
6665,Occitanie,P7986,Pneumatique,63,759.22,F127431,2019-06-15,Mécanique,36.36
6305,Occitanie,P3726,Transmission,85,104.57,F185765,2019-12-06,Mécanique,11.37
4971,Île-de-France,P8212,Électronique,6,401.27,F843205,2021-02-25,Carrosserie,22.71
8850,Île-de-France,P1385,Pneumatique,42,823.23,F933316,2021-06-24,Carrosserie,27.51
4424,Nouvelle-Aquitaine,P3232,Moteur,42,890.47,F558740,2021-03-07,Carrosserie,36.29
7090,Occitanie,P5664,Embrayage,34,253.76,F233787,2020-01-02,Électronique,21.51
4041,Provence-Alpes-Côte d'Azur,P8086,Embrayage,67,163.39,F590101,2020-06-02,Mécanique,41.97
9327,Provence-Alpes-Côte d'Azur,P3597,Transmission,3,548.38,F726769,2020-10-02,Carrosserie,49.37
9823,Provence-Alpes-Côte d'Azur,P9150,Transmission,31,536.02,F132191,2021-02-23,Électronique,45.57
8049,Nouvelle-Aquitaine,P1281,Embrayage,33,606.37,F735538,2020-09-09,Mécanique,32.86
3188,Occitanie,P3918,Suspension,78,423.62,F182263,2021-02-16,Électronique,18.61
1367,Occitanie,P5682,Pneumatique,56,338.24,F296810,2020-12-24,Électronique,44.03
2013,Nouvelle-Aquitaine,P2710,Frein,71,189.21,F862947,2021-02-13,Mécanique,21.79
9471,Nouvelle-Aquitaine,P1854,Pneumatique,26,803.39,F308454,2020-07-08,Électronique,6.44
5449,Auvergne-Rhône-Alpes,P2746,Frein,72,388.09,F415451,2019-01-07,Accessoires,43.99
1681,Auvergne-Rhône-Alpes,P7721,Transmission,61,393.05,F986945,2021-11-23,Électronique,32.42
3398,Île-de-France,P2141,Transmission,42,430.78,F644919,2021-08-20,Carrosserie,26.98
3831,Occitanie,P8979,Transmission,8,292.99,F433197,2019-03-05,Carrosserie,33.42
8608,Occitanie,P7592,Transmission,69,751.08,F351261,2019-07-09,Accessoires,17.23
7751,Île-de-France,P5177,Transmission,66,944.42,F310298,2020-05-27,Carrosserie,39.26
5806,Auvergne-Rhône-Alpes,P1013,Transmission,73,108.86,F820418,2021-07-01,Carrosserie,41.71
4534,Occitanie,P5644,Moteur,77,289.84,F515898,2020-01-15,Accessoires,0.91
4316,Île-de-France,P3458,Frein,25,318.85,F471075,2020-08-30,Mécanique,23.8
5646,Auvergne-Rhône-Alpes,P8009,Pneumatique,76,409.37,F845550,2019-04-07,Accessoires,42.88
6556,Provence-Alpes-Côte d'Azur,P8171,Frein,52,83.15,F535241,2019-08-25,Carrosserie,5.87
2305,Île-de-France,P1699,Moteur,44,408.87,F993037,2020-09-11,Électronique,37.66
2034,Île-de-France,P7843,Moteur,2,146.76,F597855,2019-07-13,Carrosserie,3.35
2246,Nouvelle-Aquitaine,P3771,Embrayage,46,150.26,F161458,2021-10-23,Accessoires,1.38
2787,Occitanie,P7426,Pneumatique,65,544.34,F737338,2020-10-17,Carrosserie,30.01
3150,Nouvelle-Aquitaine,P3876,Pneumatique,73,639.11,F930079,2019-11-22,Mécanique,49.17
4682,Nouvelle-Aquitaine,P7443,Transmission,16,746.42,F761580,2020-02-05,Électronique,34.44
2238,Île-de-France,P6123,Frein,32,644.85,F758490,2021-08-13,Mécanique,42.43
2202,Provence-Alpes-Côte d'Azur,P5010,Électronique,33,264.45,F793882,2021-03-06,Électronique,39.94
2584,Île-de-France,P7571,Suspension,70,586.9,F353440,2020-02-14,Électronique,16.56
6768,Provence-Alpes-Côte d'Azur,P1303,Moteur,79,810.24,F380667,2019-05-04,Carrosserie,26.96
4682,Auvergne-Rhône-Alpes,P8170,Moteur,75,488.46,F539002,2019-06-15,Accessoires,17.63
9010,Provence-Alpes-Côte d'Azur,P9393,Suspension,15,390.85,F665260,2020-05-27,Accessoires,43.31
5300,Occitanie,P3358,Moteur,95,597.83,F889817,2019-11-12,Carrosserie,23.34
9747,Occitanie,P3272,Pneumatique,77,684.34,F322353,2020-08-18,Électronique,31.77
1117,Auvergne-Rhône-Alpes,P7607,Embrayage,68,676.47,F419645,2019-01-05,Mécanique,27.7
2677,Occitanie,P4248,Transmission,61,70.93,F662225,2020-10-19,Mécanique,8.65
7999,Île-de-France,P7450,Embrayage,77,184.68,F507297,2020-05-15,Carrosserie,32.68
5264,Île-de-France,P1468,Transmission,72,746.98,F200628,2020-08-19,Accessoires,49.05
2002,Provence-Alpes-Côte d'Azur,P9704,Transmission,21,462.93,F421223,2019-05-29,Accessoires,8.12
1291,Occitanie,P2689,Pneumatique,76,259.95,F829537,2021-09-18,Mécanique,34.21
4173,Auvergne-Rhône-Alpes,P2872,Moteur,4,892.37,F624427,2019-11-05,Accessoires,27.87
5361,Occitanie,P3330,Moteur,6,558.83,F881041,2020-08-30,Mécanique,28.73
2861,Provence-Alpes-Côte d'Azur,P3658,Pneumatique,3,837.12,F641915,2020-12-17,Mécanique,8.98
3460,Île-de-France,P8049,Frein,6,433.46,F454302,2021-06-02,Mécanique,8.34
1335,Occitanie,P7409,Embrayage,10,452.78,F495027,2019-11-19,Accessoires,19.38
8757,Nouvelle-Aquitaine,P7781,Transmission,83,367.85,F854075,2020-07-03,Accessoires,20.98
7470,Île-de-France,P3018,Moteur,95,876.72,F694768,2019-03-08,Électronique,34.91
3223,Auvergne-Rhône-Alpes,P1621,Frein,31,969.33,F581647,2021-11-09,Carrosserie,47.48
8566,Nouvelle-Aquitaine,P6164,Pneumatique,31,901.38,F515040,2019-03-02,Électronique,10.74
8917,Provence-Alpes-Côte d'Azur,P2001,Suspension,89,355.98,F242485,2021-08-18,Électronique,2.17
2351,Nouvelle-Aquitaine,P8189,Frein,92,966.9,F340516,2021-11-27,Accessoires,10.71
6674,Nouvelle-Aquitaine,P4229,Moteur,38,960.22,F576467,2019-02-06,Carrosserie,18.79
2304,Nouvelle-Aquitaine,P3318,Frein,37,59.32,F194474,2021-04-04,Carrosserie,49.99
7165,Provence-Alpes-Côte d'Azur,P5433,Transmission,55,324.85,F442089,2020-10-19,Carrosserie,25.95
7715,Île-de-France,P4897,Transmission,89,770.31,F363880,2020-10-14,Carrosserie,45.45
3910,Provence-Alpes-Côte d'Azur,P9650,Embrayage,100,224.99,F811604,2019-04-26,Mécanique,38.12
5480,Île-de-France,P3018,Pneumatique,50,120.36,F306593,2020-10-09,Mécanique,26.12
6886,Occitanie,P5467,Transmission,8,95.72,F892015,2019-09-30,Électronique,10.96
1044,Auvergne-Rhône-Alpes,P1562,Pneumatique,24,630.11,F343562,2019-05-09,Carrosserie,38.5
8649,Auvergne-Rhône-Alpes,P8967,Pneumatique,77,71.65,F367638,2020-06-25,Carrosserie,27.02
9684,Île-de-France,P2538,Électronique,100,950.96,F711677,2021-05-06,Accessoires,25.62
8684,Nouvelle-Aquitaine,P8970,Électronique,3,879.82,F731037,2019-05-30,Électronique,17.67
9234,Auvergne-Rhône-Alpes,P5750,Moteur,81,815.99,F181103,2019-05-29,Carrosserie,43.38
1840,Auvergne-Rhône-Alpes,P5980,Moteur,70,465.65,F473388,2020-09-17,Électronique,39.22
3225,Nouvelle-Aquitaine,P3638,Pneumatique,80,581.74,F428450,2021-01-01,Mécanique,38.89
5902,Provence-Alpes-Côte d'Azur,P8023,Suspension,77,187.72,F657251,2021-06-12,Mécanique,31.62
2329,Auvergne-Rhône-Alpes,P9753,Frein,44,338.7,F197823,2019-02-09,Électronique,5.11
1176,Provence-Alpes-Côte d'Azur,P5368,Suspension,19,241.61,F837437,2020-04-20,Électronique,30.25
9942,Provence-Alpes-Côte d'Azur,P7532,Frein,85,356.85,F987433,2019-12-30,Carrosserie,23.85
1091,Île-de-France,P3966,Embrayage,85,734.12,F266786,2021-01-28,Mécanique,33.79
6746,Auvergne-Rhône-Alpes,P4151,Transmission,72,658.87,F939191,2019-07-09,Carrosserie,31.12
9460,Auvergne-Rhône-Alpes,P6431,Électronique,86,768.68,F592661,2020-03-01,Électronique,15.47
3204,Provence-Alpes-Côte d'Azur,P7905,Pneumatique,55,658.56,F368440,2019-12-31,Électronique,46.13
3875,Auvergne-Rhône-Alpes,P4880,Suspension,50,501.43,F499951,2019-04-16,Carrosserie,2.9
9535,Occitanie,P8799,Suspension,13,843.57,F698478,2021-09-23,Mécanique,23.32
1329,Nouvelle-Aquitaine,P5157,Moteur,65,802.83,F890097,2021-01-08,Électronique,8.28
2279,Auvergne-Rhône-Alpes,P4781,Frein,68,446.45,F665326,2019-04-02,Carrosserie,40.07
4098,Occitanie,P4839,Électronique,38,422.52,F723118,2019-04-14,Électronique,32.69
9741,Occitanie,P6086,Électronique,12,538.89,F378840,2020-12-20,Accessoires,22.08
4161,Occitanie,P7190,Moteur,12,913.67,F380062,2021-08-12,Carrosserie,24.72
8455,Nouvelle-Aquitaine,P3265,Embrayage,37,799.03,F373484,2021-06-28,Accessoires,27.03
5974,Nouvelle-Aquitaine,P4370,Pneumatique,28,687.96,F617030,2019-06-18,Carrosserie,0.33
7175,Auvergne-Rhône-Alpes,P1358,Moteur,65,499.54,F750698,2021-06-13,Mécanique,30.45
1358,Occitanie,P6958,Embrayage,51,619.03,F932940,2021-12-24,Accessoires,12.11
2818,Île-de-France,P7312,Pneumatique,46,790.19,F455053,2021-08-06,Carrosserie,44.98
9514,Auvergne-Rhône-Alpes,P8600,Pneumatique,93,441.65,F523344,2021-01-10,Accessoires,21.18
8461,Nouvelle-Aquitaine,P1142,Frein,16,191.93,F801951,2020-06-24,Accessoires,28.99
1298,Île-de-France,P8216,Électronique,98,62.58,F835734,2021-11-11,Carrosserie,31.58
9602,Auvergne-Rhône-Alpes,P2299,Transmission,96,550.04,F317983,2021-10-04,Accessoires,33.68
6194,Provence-Alpes-Côte d'Azur,P7793,Moteur,65,422.69,F334624,2021-05-13,Électronique,23.92
1915,Nouvelle-Aquitaine,P2767,Frein,58,643.34,F861095,2019-06-29,Électronique,12.19
7028,Nouvelle-Aquitaine,P8431,Frein,54,58.26,F642045,2021-04-27,Mécanique,12.35
5532,Nouvelle-Aquitaine,P2845,Frein,20,504.54,F187577,2020-05-17,Électronique,4.29
5335,Nouvelle-Aquitaine,P2105,Transmission,51,659.5,F791791,2020-07-01,Électronique,45.19
6432,Auvergne-Rhône-Alpes,P7007,Pneumatique,1,935.35,F828782,2019-06-20,Mécanique,32.94
3344,Auvergne-Rhône-Alpes,P2515,Pneumatique,49,902.14,F204231,2020-06-26,Électronique,42.61
6916,Auvergne-Rhône-Alpes,P1666,Transmission,41,939.58,F240683,2021-06-21,Électronique,47.64
1072,Provence-Alpes-Côte d'Azur,P7872,Transmission,99,224.5,F994550,2019-01-10,Accessoires,38.03
3380,Occitanie,P4633,Pneumatique,31,668.56,F510055,2019-01-20,Accessoires,49.65
3172,Occitanie,P8448,Électronique,28,349.66,F238666,2019-10-31,Carrosserie,1.47
2961,Île-de-France,P2848,Suspension,61,378.89,F892455,2020-01-04,Électronique,33.75
5551,Provence-Alpes-Côte d'Azur,P3837,Moteur,6,379.83,F954805,2019-05-17,Carrosserie,3.14
7319,Auvergne-Rhône-Alpes,P1351,Pneumatique,32,691.81,F726127,2020-09-08,Mécanique,19.74
9399,Auvergne-Rhône-Alpes,P7525,Suspension,71,727.4,F980496,2020-10-08,Mécanique,5.1
1324,Provence-Alpes-Côte d'Azur,P7900,Embrayage,89,676.47,F492942,2019-11-01,Carrosserie,39.61
9184,Auvergne-Rhône-Alpes,P2401,Transmission,98,139.02,F482904,2019-02-19,Électronique,11.04
5889,Nouvelle-Aquitaine,P8798,Transmission,10,705.16,F843128,2021-12-22,Électronique,47.1
5298,Nouvelle-Aquitaine,P2032,Frein,79,896.42,F774343,2021-01-19,Mécanique,15.66
8229,Nouvelle-Aquitaine,P7034,Transmission,57,585.82,F119940,2021-12-07,Accessoires,33.1
6294,Occitanie,P7605,Frein,58,636.26,F725405,2020-10-19,Électronique,16.81
4433,Occitanie,P7605,Électronique,68,731.14,F665546,2019-05-18,Électronique,13.86
3822,Occitanie,P4485,Électronique,25,594.28,F933102,2021-06-22,Mécanique,12.42
1255,Provence-Alpes-Côte d'Azur,P8255,Suspension,2,858.83,F236209,2019-03-25,Carrosserie,28.8
2174,Île-de-France,P1029,Embrayage,61,322.6,F983952,2021-01-17,Électronique,22.58
